dataset_name,best_model,score,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,best_node.mean,best_node.sd,can_cor.mean,can_cor.sd,cat_to_num,class_conc.mean,class_conc.sd,class_ent,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,elite_nn.mean,elite_nn.sd,eq_num_attr,freq_class.mean,freq_class.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,inst_to_attr,iq_range.mean,iq_range.sd,joint_ent.mean,joint_ent.sd,kurtosis.mean,kurtosis.sd,leaves,leaves_branch.mean,leaves_branch.sd,leaves_corrob.mean,leaves_corrob.sd,leaves_homo.mean,leaves_homo.sd,leaves_per_class.mean,leaves_per_class.sd,lh_trace,linear_discr.mean,linear_discr.sd,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,mut_inf.mean,mut_inf.sd,naive_bayes.mean,naive_bayes.sd,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level.mean,nodes_per_level.sd,nodes_repeated.mean,nodes_repeated.sd,nr_attr,nr_bin,nr_cat,nr_class,nr_cor_attr,nr_disc,nr_inst,nr_norm,nr_num,nr_outliers,ns_ratio,num_to_cat,one_nn.mean,one_nn.sd,p_trace,random_node.mean,random_node.sd,range.mean,range.sd,roy_root,sd.mean,sd.sd,sd_ratio,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t_mean.mean,t_mean.sd,tree_depth.mean,tree_depth.sd,tree_imbalance.mean,tree_imbalance.sd,tree_shape.mean,tree_shape.sd,var.mean,var.sd,var_importance.mean,var_importance.sd,w_lambda,worst_node.mean,worst_node.sd,rows,columns,missing_percentage
digits_shuffled,SVM,0.9778,0.0621740750835435,0.1372183656018865,1.9967445761797202,1.2683259327373226,0.035614913745130775,0.19755121042830542,0.0038907886852427138,0.8029845506779923,0.11981669008317662,0.0,0.13586499196450696,0.10425031978044785,3.3217753538402386,0.0,0.0,2.233279269117175,3.627785612988448,18.783558002510986,37.19594949767072,0.20813159528243327,0.02170115278723392,10.334824292526234,0.1,0.0015307498449844393,0.0,0.0,25.51146176714281,0.0,0.0,28.078125,5.96875,5.136142552291585,4.997104174916853,1.0964362254289397,0.0,0.0,169.0,9.124260355029586,2.408307215887851,0.005917159763313609,0.0160587297920869,30183.173803973805,63020.45716483109,0.1,0.03673619659990517,26.23284186525395,0.9543699565487274,0.018330184009971065,3.66016875,3.7634253629506187,13.0625,5.350789883835131,4.884164579855314,4.2077633024824745,4.71875,5.044150313080725,0.0,0.0,0.3214157551031056,0.21091300931282114,0.8391899441340783,0.04269013795148009,168.0,2.625,0.09348914858096828,11.2,8.7765922446341,3.5,1.9569842191603266,64.0,3.0,0.0,10.0,0.030257936507936505,9.0,1797.0,0.0,64.0,30.0,5.212341941791848,0,0.9872004965859714,0.007453575720554527,5.917906011427739,0.1007231533209187,0.0017182352264416233,13.0625,5.350789883835131,7.58413751756546,3.6840316356388647,2.300910828097241,0.0,0.0,0.0,0.14192842845590245,0.2190100736052651,4.733940569972196,4.730131021012112,8.154302670623146,2.7385998883725304,0.0711279913072023,0.09130564531464853,0.035741320728550297,0.048167628818830056,18.78355800251099,14.915130547869875,0.015625,0.02235744764424603,1.802087766431865e-05,0.1007231533209187,0.0017182352264416233,1797,65,0.0
iris_noisy,RandomForest,0.9667,0.2099999112499897,0.10271782389902108,2.3219280948873626,0.0,0.02666666666666667,0.6666666666666667,1.1702778228589004e-16,0.7284183338040148,0.3624658334554442,0.0,0.25449994341249726,0.11208114605435668,1.584962500721156,0.5943965561564918,0.337758369304565,0.5965216096334639,0.5574333992229381,1.1417978626466294,2.0558337743491224,0.9400000000000001,0.049190985824841445,1.8770806948383743,0.3333333333333333,0.0,3.2218470631249145,2.02504147433299,3.2068250360325523,2.9763833698313635,2.149576514169754,37.5,1.705448583759624,1.2755711933690979,3.062514269604255,0.37193084005065896,-0.8083542519606112,0.7361295557600461,8.0,4.125,1.8850918886280925,0.125,0.159950389134028,47.2,28.214147076211525,0.3333333333333333,0.19094065395649332,32.26208247152415,0.9800000000000001,0.04499657051403685,1.083804056188093,0.5781260991283513,5.4209952915646085,2.4354503098955305,3.463686008115495,1.919461021857696,3.6127673611257394,1.915904367392352,1.8377302521090007,1.8102670040789681,0.8443763260042633,0.37193084005065896,0.9533333333333334,0.04499657051403685,7.0,1.75,0.04666666666666667,1.1666666666666667,0.408248290463863,1.75,0.9574271077563381,4.0,0.0,0.0,3.0,0.5,2.0,150.0,1.0,4.0,1.0,1.7498735141890267,0,0.9666666666666666,0.04714045207910316,1.192568018466184,0.6666666666666667,1.1702778228589004e-16,3.5832650394556085,1.6296346796064594,31.97525708944475,0.9476188030075727,0.5701654342768993,1.2724177791452271,0.05931156973212179,0.2898543494601592,0.0,0.0,3.4704754533288362,1.906415680378088,3.466666666666667,1.9223002094465098,0.15936699691928946,0.12648818742533047,0.25390625,0.17553926796649882,1.1417978626466287,1.329408541226121,0.25,0.2793834330682321,0.02356634282825299,0.6066666666666667,0.0733669956409741,150,5,0.0
iris_original,SVM,0.9667,0.20980476831180148,0.11958798177321278,2.2771912775084115,0.06103943244855649,0.02666666666666667,0.6666666666666667,1.1702778228589004e-16,0.7280089563896471,0.3631869233645227,0.0,0.2734738413312675,0.1409109632722399,1.584962500721156,0.594116025760156,0.3375443182856703,0.5966542132736763,0.5582672431248461,1.1432392617449663,2.0587713015069746,0.8800000000000001,0.0877707451472511,1.8780672345507203,0.3333333333333333,0.0,3.2230731578977903,2.0229431040263726,3.2082811597489393,2.9783891110628673,2.145948231748242,37.5,1.7000000000000002,1.2754084313139324,3.0182209990602864,0.3821875549207217,-0.8105361276250795,0.7326910069728161,9.0,3.7777777777777777,1.2018504251546631,0.1111111111111111,0.15051762539834182,37.46666666666667,13.142298124757328,0.3333333333333333,0.22222222222222224,32.47731656819027,0.9800000000000001,0.04499657051403685,1.0934175,0.5785781994035033,5.425000000000001,2.4431878083083722,3.4645000000000006,1.918485079431164,3.6125000000000003,1.919364043982624,1.8499999999999999,1.8083141320025125,0.8439327791692814,0.4222019352579776,0.9533333333333334,0.04499657051403685,8.0,2.0,0.05333333333333334,1.6,0.8944271909999159,2.6666666666666665,1.5275252316519465,4.0,0.0,0.0,3.0,0.5,2.0,150.0,1.0,4.0,1.0,1.698308838945617,0,0.96,0.05621826951410451,1.191898822470074,0.6666666666666667,1.1702778228589004e-16,3.5750000000000006,1.6500000000000001,32.19192552430586,0.9478670787835934,0.5712994109375844,1.2708666438750897,0.06273198447775735,0.29439896290757683,0.0287147773948895,0.011032357470087495,3.4705555555555554,1.9048021402275979,3.0588235294117645,1.4348601079588785,0.19491705385114735,0.13300709991513865,0.2708333333333333,0.10711960313126631,1.1432392617449665,1.3325463926454557,0.25,0.44925548152944056,0.023438633222270636,0.6066666666666667,0.0798145999825243,150,5,0.0
iris_sampled,DecisionTree,0.9583,0.25493635469268017,0.16982955694120705,1.9814373290139966,0.015962107343389115,0.03333333333333333,0.6833333333333333,0.03513641844631534,0.7269942074354065,0.364275238492465,0.0,0.327450865921461,0.14356638687061452,1.5828796247862342,0.6077797876695449,0.3347174655882143,0.6204651027077497,0.5729436007427363,1.1690414915966376,2.1185772528594726,0.9333333333333332,0.08606629658238704,1.879115415724497,0.3333333333333333,0.022047927592204926,3.184577528690151,2.0190464644385577,4.76892773018352,2.9468109432374052,2.1402896479636855,30.0,1.75,1.2922847983320083,2.72196335936923,0.32811207428813655,-0.8053753120343404,0.7878775721214029,7.0,3.2857142857142856,1.1126972805283737,0.14285714285714285,0.15938456372384108,23.333333333333336,6.024640760767093,0.3333333333333333,0.1649572197684645,31.95094644580117,0.9666666666666666,0.08050764858994133,1.1304824999999998,0.6557467898701446,5.425000000000001,2.4431878083083722,3.4297916666666666,1.9072524079641857,3.55,1.862793601019716,1.8499999999999999,1.8083141320025125,0.8423535944310008,0.343380671860102,0.9583333333333333,0.08098544298396251,6.0,1.5,0.05,1.5,0.5773502691896257,2.0,1.0,4.0,0.0,0.0,3.0,0.5,2.0,120.0,1.0,4.0,1.0,1.352263161353793,0,0.9583333333333333,0.08098544298396251,1.1897376046680121,0.6833333333333333,0.03513641844631534,3.5750000000000006,1.6500000000000001,31.668322426054697,0.9589154379334583,0.5767988378276807,1.2378715520528654,0.11231045903880635,0.2608730172965397,0.028920659172760012,0.010582489190920997,3.4184027777777777,1.8946556764908096,2.6153846153846154,1.325296290046213,0.2580005327400437,0.08275120230510061,0.32142857142857145,0.0983494740586804,1.1690414915966385,1.3617074708544668,0.25,0.2855336849163457,0.023865679168192853,0.6,0.11653431646335016,120,5,0.0
iris_shuffled,SVM,0.9667,0.20980476831180148,0.11958798177321278,2.2771912775084115,0.06103943244855649,0.02666666666666667,0.6666666666666667,1.1702778228589004e-16,0.7280089563896478,0.363186923364523,0.0,0.2734738413312675,0.1409109632722399,1.584962500721156,0.594116025760156,0.3375443182856703,0.5966542132736764,0.5582672431248461,1.1432392617449667,2.058771301506975,0.9533333333333334,0.04499657051403685,1.8780672345507203,0.3333333333333333,0.0,3.2230731578977903,2.0229431040263726,3.2082811597489385,2.9783891110628673,2.145948231748242,37.5,1.7000000000000002,1.2754084313139324,3.0182209990602864,0.3821875549207217,-0.8105361276250802,0.7326910069728164,9.0,3.7777777777777777,1.2018504251546631,0.1111111111111111,0.15051762539834182,37.46666666666667,13.142298124757328,0.3333333333333333,0.22222222222222224,32.47731656819222,0.9800000000000001,0.032203059435976525,1.0934175,0.5785781994035033,5.425000000000001,2.4431878083083722,3.4645,1.9184850794311643,3.6125000000000003,1.919364043982624,1.8499999999999999,1.8083141320025125,0.8439327791692814,0.4222019352579776,0.9533333333333334,0.06324555320336757,8.0,2.0,0.05333333333333334,1.6,0.8944271909999159,2.0,1.4142135623730951,4.0,0.0,0.0,3.0,0.5,2.0,150.0,1.0,4.0,1.0,1.698308838945617,0,0.9600000000000002,0.05621826951410451,1.1918988224700762,0.5266666666666666,0.09135468796041984,3.5750000000000006,1.6500000000000001,32.19192552430781,0.9478670787835936,0.5712994109375845,1.2708666438750906,0.06273198447775795,0.29439896290757606,0.0287147773948895,0.011032357470087495,3.4705555555555554,1.9048021402275979,3.0588235294117645,1.4348601079588785,0.19491705385114735,0.13300709991513865,0.2708333333333333,0.10711960313126631,1.1432392617449665,1.332546392645456,0.25,0.4487534065700905,0.02343863322226923,0.6066666666666667,0.06629526173411687,150,5,0.0
linnerud_noisy,LinearRegression,-1.2407,0.22666663573332993,0.10327956003004748,1.0,0.0,0.15,0.0,0.0,0.8603194143884568,0.10805328606186845,0.0,0.7999999120000273,0.10000004400004242,3.9219280948873627,0.6202270236115872,0.10867890605868658,837.1773147675148,1135.418663625117,2190.7246252352243,2932.954573281128,0.0,0.0,4.902435971736388,0.0625,0.022360679774997897,66.14208341453029,62.543408288579066,182.75518007439334,58.32187766355742,56.8418183870725,6.666666666666667,54.40817893285364,50.797509702770824,4.121932313708755,0.09999977303808061,0.5761577404663963,3.5955263327303326,17.0,4.9411764705882355,1.7489492643904123,0.058823529411764705,0.019647631199834394,161.8857142857143,160.11204155322028,0.06249999999999999,0.014705882352941176,18.863509193515593,0.0,0.0,33.11227981768455,31.676946679251092,172.66853229864958,134.81679390138459,75.0996864562214,68.1770739487262,62.66228714092431,56.010993542484556,25.329593193442395,24.498178942898818,0.7999957811786086,0.09999977303808061,0.0,0.0,16.0,5.333333333333333,0.8,2.0,0.9258200997725514,5.333333333333333,2.8867513459481287,3.0,0.0,0.0,16.0,0.6666666666666666,3.0,20.0,2.0,3.0,1.0,0.2500065919431868,0,0.0,0.0,2.2437995095786274,0.0,0.0,147.33893910520717,114.37654727581813,14.677310316030615,39.71066189231601,30.34274107532275,0.0,0.7156349494308815,1.2296920326160692,0.0,0.0,69.72265830431661,67.27235249982182,4.121212121212121,1.9962085273959946,0.11993997761284371,0.10765614247437583,0.19990808823529413,0.13896203203216104,2190.724625235224,1980.2206635701366,0.3333333333333333,0.16830122406628137,0.0071395432998350855,0.0,0.0,20,4,0.0
linnerud_original,LinearRegression,-1.2433,0.22666663573332993,0.10327956003004748,1.0,0.0,0.15,0.0,0.0,0.8603996628355234,0.10803330902286451,0.0,0.7999999120000273,0.10000004400004242,3.9219280948873627,0.6202312293434337,0.10860767432450684,837.1587719298246,1135.3513842091256,2190.6333333333337,2932.8142632124373,0.0,0.0,4.902435971736388,0.0625,0.022360679774997897,66.14273638322648,62.54444530571863,182.76077259630964,58.32353630110352,56.844483540515576,6.666666666666667,54.416666666666664,50.807438759824656,4.121932313708755,0.09999977303808061,0.5757205368339137,3.5945294432924055,18.0,4.777777777777778,1.3527990831890464,0.055555555555555566,0.016169041669088866,130.3047619047619,86.73839073542321,0.0625,0.018975834751777033,18.86866559532157,0.0,0.0,33.1114,31.66256518019347,172.66666666666666,134.8122150746487,75.10000000000001,68.17684724303406,62.666666666666664,56.00520809115286,25.333333333333332,24.5017006212494,0.7999957811786086,0.09999977303808061,0.0,0.0,17.0,5.666666666666667,0.85,2.4285714285714284,1.2724180205607036,5.666666666666667,1.1547005383792517,3.0,0.0,0.0,16.0,0.6666666666666666,3.0,20.0,2.0,3.0,1.0,0.2500065919431868,0,0.0,0.0,2.2442051311393056,0.0,0.0,147.33333333333334,114.369284920967,14.67692081745559,39.71010780235271,30.34157226460569,0.0,0.7154994666562832,1.2295840727496612,0.019177846577227386,0.013913561822637978,69.72222222222221,67.27144088882933,3.942857142857143,1.69675914514661,0.14269234791106908,0.0892445970100318,0.1987847222222222,0.12097798137315807,2190.633333333333,1980.1135177039719,0.3333333333333333,0.06439155635563308,0.007129130604091889,0.0,0.0,20,4,0.0
linnerud_sampled,LinearRegression,0.1528,0.26384476584126654,0.12022332020695023,0.9810444704044876,0.023727907153109004,0.1875,0.0,0.0,0.8554709127081175,0.11554250444630423,0.0,0.8694443943629985,0.13342016339698343,3.6249999999999996,0.6568050149116005,0.1101729283513577,893.4819444444444,1164.12095335217,2413.652777777778,3129.5263184387704,0.0,0.0,4.234610538481025,0.07692307692307693,0.027408063103344663,71.55752578701284,66.96161767353915,182.76077259630964,62.267431440352624,59.94188983278738,5.333333333333333,58.583333333333336,49.0034012424988,3.75000352707365,0.12499976981880034,0.0463377950952489,2.856667534773129,14.0,4.428571428571429,1.3985864135061359,0.07142857142857142,0.022696032475080095,84.93333333333332,47.89261492237153,0.0769230769230769,0.019810721293758177,14.798642429350009,0.0,0.0,38.547599999999996,39.30987458998056,172.66666666666666,134.8122150746487,81.375,73.25573249753224,76.83333333333333,74.6865672884578,25.333333333333332,24.5017006212494,0.8560409433308368,0.14307733508773884,0.0,0.0,13.0,4.333333333333333,0.8125,2.1666666666666665,0.752772652709081,4.333333333333333,2.8867513459481287,3.0,0.0,0.0,13.0,1.0,3.0,16.0,1.0,3.0,1.0,0.14602517326713924,0,0.0,0.0,2.222191588136427,0.0,0.0,147.33333333333334,114.369284920967,10.079232606850637,41.68647368577298,31.840791983471494,0.0,0.462508058354943,1.207480440811194,0.019943019943019946,0.018210811947977832,78.33333333333333,74.52632644464192,3.6296296296296298,1.6904288975138402,0.1596206819789216,0.12460283285599377,0.23214285714285715,0.13960058802105446,2413.652777777778,2165.3290361026243,0.3333333333333333,0.2219324170476424,0.00923555779879994,0.0,0.0,16,4,0.0
linnerud_shuffled,LinearRegression,-0.0105,0.22666663573332993,0.10327956003004748,1.0,0.0,0.15,0.0,0.0,0.8603996628355234,0.10803330902286436,0.0,0.7999999120000273,0.10000004400004242,3.9219280948873627,0.6202312293434339,0.1086076743245068,837.1587719298245,1135.3513842091254,2190.6333333333337,2932.8142632124373,0.0,0.0,4.902435971736388,0.0625,0.022360679774997897,66.14273638322645,62.54444530571864,182.76077259630964,58.32353630110351,56.84448354051556,6.666666666666667,54.416666666666664,50.807438759824656,4.121932313708755,0.09999977303808061,0.575720536833913,3.5945294432924055,18.0,5.111111111111111,1.9967293518589753,0.055555555555555566,0.016169041669088866,234.06349206349205,314.9382096915248,0.0625,0.018975834751777033,18.86866559532157,0.0,0.0,33.1114,31.66256518019347,172.66666666666666,134.8122150746487,75.10000000000001,68.17684724303406,62.666666666666664,56.00520809115286,25.333333333333332,24.5017006212494,0.7999957811786086,0.09999977303808061,0.0,0.0,17.0,5.666666666666667,0.85,1.8888888888888888,1.1666666666666667,5.666666666666667,3.055050463303893,3.0,0.0,0.0,16.0,0.6666666666666666,3.0,20.0,2.0,3.0,1.0,0.2500065919431868,0,0.0,0.0,2.244205131139306,0.0,0.0,147.33333333333334,114.369284920967,14.67692081745559,39.71010780235271,30.341572264605695,0.0,0.7154994666562828,1.229584072749661,0.019177846577227386,0.013913561822637978,69.72222222222221,67.27144088882933,4.285714285714286,2.2171978681557993,0.10541466745235448,0.1087602343767328,0.19422743055555555,0.13287706283484135,2190.633333333333,1980.1135177039723,0.3333333333333333,0.18015023670499145,0.007129130604091889,0.0,0.0,20,4,0.0
wine_noisy,RandomForest,1.0,0.07565040883651457,0.05145974362871863,2.3217912324162997,4.622227044373279e-16,0.07303370786516854,0.6196078431372549,0.09631995292972285,0.9232988333774619,0.03650317951463083,0.0,0.15228951175522465,0.07322758778697565,1.5668222768551812,0.304904858528487,0.1908904924505285,40.56271395376609,208.3923277164864,7645.479924734652,27509.210128288454,0.6529411764705882,0.09045724348358021,3.180421264289796,0.3333333333333333,0.06462709335856702,64.21453082961861,188.59043264161437,110.6111388174525,59.77964408879348,173.51485408632297,13.692307692307692,39.932163124005484,133.66930089018814,3.3959673637914225,0.23961805729268815,-0.0636914840525201,0.8957990044572252,12.0,3.8333333333333335,0.937436866561092,0.08333333333333333,0.12614223920054018,49.6,20.93939306231634,0.3333333333333333,0.16666666666666669,13.222678267918468,0.9888888888888889,0.02342427896421023,25.073985928999328,82.75333264999938,148.2865537630982,462.25603525423065,69.13369174778616,205.40025157773354,63.31195208108719,185.2220744255385,28.9709917836471,77.19752286814375,0.49264614548005814,0.23961805729268812,0.9777777777777779,0.028688765527462363,11.0,0.8461538461538461,0.06179775280898876,2.2,1.0954451150103321,1.5714285714285714,0.9759000729485333,13.0,0.0,0.0,3.0,0.1794871794871795,2.0,178.0,2.0,13.0,7.0,3.7128984032826122,0,0.7480392156862745,0.10056596266349803,1.7062939535470416,0.46045751633986925,0.10175073330292557,119.31556197945109,386.1759569616536,9.081732771597983,26.177557647218404,86.83451704472888,1.3575212969465875,0.34592847218901757,0.46427127241694566,0.0,0.0,65.07134216031854,191.57115586397902,3.0434782608695654,1.3644266484686465,0.2250678929757294,0.1912918265893657,0.28125,0.10321535298059631,7645.479924734652,27498.68969110801,0.07692307692307693,0.12992052677086188,0.019293979763859215,0.5964052287581699,0.11948108493662943,178,14,0.0
wine_original,RandomForest,1.0,0.07055402826610913,0.04258144454216049,2.3173058075119184,0.008828109443088206,0.07303370786516854,0.6196078431372549,0.09631995292972285,0.9231669353453248,0.03668568639683218,0.0,0.15279085821137312,0.07145183132247508,1.5668222768551812,0.3049574813503491,0.190846485789919,40.57076594677671,208.40387175188707,7645.500383967174,27509.28197693809,0.6362745098039215,0.08330378105299753,3.1829061453642518,0.3333333333333333,0.06462709335856702,64.21452561911116,188.5902292675184,110.61064078790011,59.77978348302762,173.51459718488854,13.692307692307692,39.92980769230769,133.66988409129698,3.3918665456041106,0.23309370719414707,-0.06027572892649051,0.8985753453755335,12.0,3.75,0.7537783614444091,0.08333333333333333,0.1265510065295304,46.13333333333333,16.228668983305347,0.3333333333333333,0.16666666666666669,13.209781242459215,0.9774509803921569,0.029125941127316323,25.07988969230769,82.76359274596284,148.29,462.2572358726975,69.13366292091617,205.40009623991108,63.315000000000005,185.22393743790244,28.970769230769232,77.19790028033344,0.4922615387629892,0.23705787175437384,0.9777777777777779,0.028688765527462363,11.0,0.8461538461538461,0.06179775280898876,2.2,1.3038404810405297,1.8333333333333333,1.1690451944500122,13.0,0.0,0.0,3.0,0.1794871794871795,2.0,178.0,1.0,13.0,7.0,3.7074687438208316,0,0.7480392156862745,0.10056596266349803,1.705820220616165,0.6245098039215686,0.0698774360684582,119.31923076923077,386.17714062464347,9.081183667231233,26.17778523132608,86.83457034141925,1.3624697482727142,0.3442888859609402,0.4654434849924635,0.006196757204043295,0.005509299527695418,65.07110826210827,191.5711233559107,2.9565217391304346,1.2605287804426009,0.23891722674639074,0.17305714131305633,0.2864583333333333,0.08514832201766658,7645.500383967176,27498.760290089074,0.07692307692307693,0.1339516592152292,0.019341486553574545,0.6408496732026144,0.11924448062231123,178,14,0.0
wine_sampled,LogisticRegression,1.0,0.07452091900430274,0.051417799523777626,2.3183834237303005,0.00407071816725966,0.09154929577464789,0.6690476190476191,0.07384791628224201,0.9237918326289881,0.04052141809615467,0.0,0.15064393791126035,0.07575127265301375,1.5631083492914644,0.3036099832678366,0.19065991853335265,41.467060740357816,218.2988671616531,7873.532438580282,28329.77650717757,0.6257142857142857,0.11814898930363049,3.219539874595837,0.3333333333333333,0.07053980845688602,64.08285967742701,188.08401244525317,99.56589313271398,59.461441507335394,172.33902632167508,10.923076923076923,39.56961538461538,132.71729908298093,3.3959850204496482,0.24191313998282465,-0.04373814722217406,0.9870300976515962,10.0,3.5,0.8498365855987975,0.1,0.13598014306470435,35.466666666666676,15.602468940428531,0.3333333333333333,0.15275252316519466,13.802230620269187,0.9857142857142858,0.030116930096841694,25.299998769230765,84.01475485775872,148.19846153846154,462.2880765613248,69.1723434447454,205.50672373037216,63.54307692307692,186.0480616057141,28.976153846153846,77.19574540720726,0.4855067525721166,0.24482738681146946,0.9785714285714286,0.03450327796711769,9.0,0.6923076923076923,0.06338028169014084,1.8,1.30384048104053,1.2857142857142858,0.7559289460184545,13.0,0.0,0.0,3.0,0.1923076923076923,2.0,142.0,4.0,13.0,7.0,3.7751826549228698,0,0.710952380952381,0.12340287308410589,1.708424685388572,0.5209523809523808,0.04336559064515347,119.22230769230768,386.20849563747834,9.770186962538052,26.54276958479554,88.12736033601864,1.3542071110511396,0.32643657071193144,0.5192082078787018,0.0064298993580537,0.005957695897013374,65.1891556350626,192.00494758157168,2.736842105263158,1.2841817655680772,0.19893251437612391,0.2408976261978372,0.31875,0.09409658158863514,7873.53243858029,28318.586096113075,0.07692307692307693,0.12876526010078945,0.018451528877032733,0.5138095238095237,0.05218578359160945,142,14,0.0
wine_shuffled,LogisticRegression,0.9722,0.0806533147418475,0.050500366078847524,2.3173058075119184,0.008828109443088206,0.07303370786516854,0.6633986928104576,0.061986303879986,0.9231669353453243,0.03668568639683265,0.0,0.15279085821137312,0.07145183132247508,1.5668222768551812,0.30495748135034906,0.19084648578991903,40.5707659467767,208.403871751887,7645.500383967174,27509.28197693809,0.6637254901960784,0.12639404963787973,3.1829061453642518,0.3333333333333333,0.06462709335856702,64.21452561911104,188.59022926751808,110.61064078790011,59.77978348302762,173.51459718488854,13.692307692307692,39.92980769230769,133.66988409129698,3.3918665456041106,0.23309370719414707,-0.06027572892649065,0.8985753453755333,12.0,3.75,0.7537783614444091,0.08333333333333333,0.1265510065295304,46.13333333333333,16.228668983305347,0.3333333333333333,0.16666666666666669,13.209781242459153,0.9944444444444445,0.01756820922315767,25.07988969230769,82.76359274596284,148.29,462.2572358726975,69.13366292091617,205.40009623991108,63.315000000000005,185.22393743790244,28.970769230769232,77.19790028033344,0.4922615387629892,0.23705787175437384,0.9777777777777779,0.053671765726627546,11.0,0.8461538461538461,0.06179775280898876,2.2,1.3038404810405297,1.375,1.0606601717798212,13.0,0.0,0.0,3.0,0.1794871794871795,2.0,178.0,1.0,13.0,7.0,3.7074687438208316,0,0.7643790849673202,0.05602243057716499,1.7058202206161632,0.5787581699346405,0.046073409389646505,119.31923076923077,386.17714062464347,9.08118366723121,26.17778523132608,86.83457034141925,1.362469748272714,0.34428888596094037,0.465443484992463,0.006196757204043295,0.005509299527695418,65.07110826210827,191.5711233559107,2.9565217391304346,1.2605287804426009,0.23891722674639074,0.17305714131305633,0.2864583333333333,0.08514832201766658,7645.500383967178,27498.760290089074,0.07692307692307693,0.12906367245032963,0.019341486553574726,0.5905228758169935,0.09526515922780508,178,14,0.0
